id1;id2;start1;end1;start2;end2;E
Gene774;sRNA86;643;652;141;150;-12.48
Gene722;sRNA9;905;926;167;188;-12.48
Gene528;sRNA226;1097;1122;28;53;-12.47
Gene1783;sRNA235;295;325;182;212;-12.47
Gene891;sRNA3;345;367;97;119;-12.47
Gene1776;sRNA87;1344;1375;107;138;-12.47
Gene685;sRNA176;918;936;16;34;-12.47
Gene382;sRNA197;517;524;21;28;-12.47
Gene1243;sRNA9;416;442;180;206;-12.47
Gene2353;sRNA166;756;765;35;44;-12.47
Gene585;sRNA151;204;229;170;195;-12.47
Gene89;sRNA124;678;711;126;159;-12.47
Gene1840;sRNA97;1323;1331;79;87;-12.47
Gene1378;sRNA227;188;219;133;164;-12.47
Gene851;sRNA133;736;754;7;25;-12.46
Gene1834;sRNA267;311;335;190;214;-12.46
Gene2814;sRNA229;1460;1467;182;189;-12.46
Gene525;sRNA224;595;625;158;188;-12.46
Gene1077;sRNA12;1108;1126;188;206;-12.46
Gene902;sRNA267;1222;1236;184;198;-12.46
Gene2456;sRNA267;346;379;101;134;-12.46
Gene2311;sRNA9;302;330;55;83;-12.46
Gene1191;sRNA177;1392;1413;115;136;-12.46
Gene543;sRNA221;1340;1362;166;188;-12.46
Gene94;sRNA28;1179;1194;124;139;-12.46
Gene2739;sRNA183;630;644;85;99;-12.46
Gene2023;sRNA95;940;974;196;230;-12.46
Gene346;sRNA189;634;667;153;186;-12.46
Gene1476;sRNA247;417;448;38;69;-12.45
Gene1471;sRNA223;1352;1382;92;122;-12.45
Gene977;sRNA185;97;109;140;152;-12.45
Gene1533;sRNA9;514;542;177;205;-12.45
Gene1988;sRNA28;432;441;153;162;-12.45
Gene376;sRNA135;1405;1421;170;186;-12.45
Gene269;sRNA37;366;381;117;132;-12.45
Gene2636;sRNA204;1143;1168;22;47;-12.45
Gene722;sRNA187;1196;1226;189;219;-12.45
Gene562;sRNA119;475;496;124;145;-12.45
Gene1880;sRNA9;1040;1050;62;72;-12.44
Gene1250;sRNA50;1227;1235;44;52;-12.44
Gene1425;sRNA42;86;106;159;179;-12.44
Gene2482;sRNA113;107;120;10;23;-12.44
Gene2814;sRNA53;1495;1508;187;200;-12.44
Gene943;sRNA157;257;265;134;142;-12.44
Gene2023;sRNA265;1211;1233;58;80;-12.44
Gene409;sRNA275;1037;1051;71;85;-12.43
Gene2645;sRNA152;1244;1273;113;142;-12.43
Gene1830;sRNA113;812;829;100;117;-12.43
Gene459;sRNA176;951;983;77;109;-12.43
Gene1044;sRNA145;382;401;120;139;-12.43
Gene2211;sRNA106;432;465;184;217;-12.43
Gene346;sRNA62;791;799;95;103;-12.43
Gene17;sRNA19;800;813;11;24;-12.43
Gene438;sRNA9;373;380;189;196;-12.43
Gene1158;sRNA15;1059;1086;149;176;-12.43
Gene1915;sRNA9;1349;1365;164;180;-12.43
Gene2278;sRNA234;831;848;138;155;-12.43
Gene2789;sRNA210;173;186;62;75;-12.43
Gene1964;sRNA227;722;736;11;25;-12.43
Gene1234;sRNA86;241;248;30;37;-12.43
Gene1663;sRNA47;1392;1399;134;141;-12.43
Gene2632;sRNA9;199;214;19;34;-12.42
Gene1678;sRNA98;263;279;57;73;-12.42
Gene143;sRNA3;1457;1465;27;35;-12.42
Gene22;sRNA77;1418;1450;114;146;-12.42
Gene1115;sRNA38;78;94;146;162;-12.42
Gene1446;sRNA61;394;425;190;221;-12.42
Gene2557;sRNA219;470;500;151;181;-12.42
Gene2646;sRNA56;522;550;171;199;-12.41
Gene998;sRNA97;1135;1155;155;175;-12.41
Gene1275;sRNA103;1017;1034;125;142;-12.41
Gene470;sRNA11;1189;1220;71;102;-12.41
Gene1733;sRNA186;285;319;145;179;-12.41
Gene1132;sRNA50;1089;1096;179;186;-12.41
Gene2369;sRNA101;971;989;29;47;-12.41
Gene193;sRNA235;893;903;188;198;-12.41
Gene1724;sRNA50;1166;1193;41;68;-12.41
Gene2320;sRNA260;1260;1283;186;209;-12.41
Gene361;sRNA285;422;443;71;92;-12.4
Gene1772;sRNA133;968;996;116;144;-12.4
Gene117;sRNA80;1112;1142;104;134;-12.4
Gene133;sRNA9;112;119;93;100;-12.4
Gene707;sRNA33;849;875;39;65;-12.4
Gene2025;sRNA240;595;624;191;220;-12.4
Gene327;sRNA208;819;827;127;135;-12.4
Gene216;sRNA56;491;503;158;170;-12.4
Gene2863;sRNA50;979;1012;7;40;-12.4
Gene1526;sRNA60;29;41;8;20;-12.39
Gene214;sRNA142;310;341;13;44;-12.39
Gene1816;sRNA1;1394;1415;54;75;-12.39
Gene1786;sRNA9;1384;1400;176;192;-12.39
Gene1734;sRNA267;198;211;154;167;-12.38
Gene630;sRNA232;541;567;184;210;-12.38
Gene2451;sRNA185;128;137;94;103;-12.38
Gene2651;sRNA238;172;188;161;177;-12.38
Gene2370;sRNA98;1108;1118;114;124;-12.38
Gene30;sRNA128;63;92;78;107;-12.37
Gene2289;sRNA20;843;849;53;59;-12.37
Gene258;sRNA225;1227;1237;176;186;-12.37
Gene2725;sRNA7;650;678;141;169;-12.37
Gene571;sRNA101;1244;1268;103;127;-12.37
Gene2630;sRNA50;740;772;19;51;-12.37
Gene493;sRNA147;844;854;20;30;-12.37
Gene561;sRNA279;865;880;169;184;-12.37
Gene1617;sRNA48;167;182;148;163;-12.37
Gene1272;sRNA53;32;49;191;208;-12.37
Gene1030;sRNA9;1407;1425;152;170;-12.37
Gene17;sRNA179;1046;1058;154;166;-12.37
Gene460;sRNA222;372;403;179;210;-12.37
Gene536;sRNA111;876;897;33;54;-12.37
Gene360;sRNA133;356;362;111;117;-12.37
Gene2645;sRNA240;1194;1214;185;205;-12.37
Gene2394;sRNA203;251;279;163;191;-12.36
Gene1697;sRNA169;1278;1307;93;122;-12.36
Gene1004;sRNA269;745;751;16;22;-12.36
Gene1484;sRNA87;280;307;103;130;-12.36
Gene2376;sRNA74;1147;1164;186;203;-12.36
Gene962;sRNA146;1262;1277;96;111;-12.36
Gene2176;sRNA127;829;853;74;98;-12.36
Gene2298;sRNA221;816;827;63;74;-12.36
Gene2293;sRNA150;1061;1080;116;135;-12.36
Gene1081;sRNA126;607;616;110;119;-12.36
Gene1476;sRNA62;811;843;78;110;-12.36
Gene1790;sRNA179;513;523;59;69;-12.36
Gene1337;sRNA79;903;917;176;190;-12.36
Gene1468;sRNA29;734;758;66;90;-12.36
Gene1780;sRNA243;1092;1114;118;140;-12.36
Gene36;sRNA9;288;306;118;136;-12.35
Gene1015;sRNA229;798;812;5;19;-12.35
Gene2519;sRNA221;17;30;174;187;-12.35
Gene1180;sRNA237;283;302;1;20;-12.35
Gene2427;sRNA89;1287;1313;188;214;-12.35
Gene2383;sRNA221;234;261;139;166;-12.35
Gene899;sRNA142;268;281;63;76;-12.35
Gene2050;sRNA223;1362;1378;109;125;-12.35
Gene1485;sRNA87;824;841;144;161;-12.35
Gene8;sRNA113;894;918;90;114;-12.34
Gene617;sRNA167;1324;1350;194;220;-12.34
Gene2142;sRNA217;324;332;140;148;-12.34
Gene985;sRNA82;533;548;107;122;-12.34
Gene1574;sRNA9;476;484;118;126;-12.34
Gene2280;sRNA31;512;524;115;127;-12.34
Gene1259;sRNA210;632;666;143;177;-12.34
Gene1528;sRNA50;271;284;84;97;-12.34
Gene2833;sRNA232;271;277;6;12;-12.34
Gene1734;sRNA158;81;93;37;49;-12.33
Gene1010;sRNA118;448;459;106;117;-12.33
Gene370;sRNA196;374;392;94;112;-12.33
Gene772;sRNA250;44;54;184;194;-12.33
Gene1247;sRNA150;1180;1207;89;116;-12.33
Gene2087;sRNA46;1383;1417;162;196;-12.33
Gene235;sRNA1;917;940;43;66;-12.33
Gene2397;sRNA9;1020;1049;88;117;-12.33
Gene1557;sRNA50;536;555;175;194;-12.33
Gene899;sRNA48;1315;1326;167;178;-12.33
Gene366;sRNA172;1313;1343;5;35;-12.33
Gene1907;sRNA46;834;866;177;209;-12.33
Gene2435;sRNA9;1303;1329;103;129;-12.32
Gene344;sRNA31;790;801;184;195;-12.32
Gene187;sRNA257;442;450;145;153;-12.32
Gene2167;sRNA4;581;615;66;100;-12.32
Gene1881;sRNA36;1001;1017;66;82;-12.32
Gene295;sRNA177;793;806;180;193;-12.32
Gene97;sRNA9;343;355;119;131;-12.32
Gene467;sRNA187;274;304;137;167;-12.32
Gene541;sRNA9;1499;1509;135;145;-12.32
Gene308;sRNA166;774;786;82;94;-12.32
Gene746;sRNA9;1250;1266;28;44;-12.32
Gene1408;sRNA267;343;351;125;133;-12.32
Gene28;sRNA146;251;282;169;200;-12.31
Gene2773;sRNA29;575;599;69;93;-12.31
Gene2473;sRNA234;140;174;185;219;-12.31
Gene2036;sRNA17;159;165;161;167;-12.31
Gene1525;sRNA152;328;349;179;200;-12.31
Gene2287;sRNA2;991;1011;151;171;-12.31
Gene2317;sRNA106;43;50;68;75;-12.31
Gene1208;sRNA123;328;346;101;119;-12.31
Gene1439;sRNA53;666;691;135;160;-12.31
Gene2199;sRNA9;493;524;161;192;-12.31
Gene1317;sRNA275;823;842;82;101;-12.31
Gene1108;sRNA146;1143;1152;171;180;-12.3
Gene1044;sRNA242;340;357;172;189;-12.3
Gene1970;sRNA83;26;46;151;171;-12.3
Gene1724;sRNA38;174;202;68;96;-12.3
Gene889;sRNA172;1402;1418;33;49;-12.3
Gene1756;sRNA170;491;516;174;199;-12.3
Gene1707;sRNA106;1156;1180;114;138;-12.3
Gene622;sRNA239;885;907;128;150;-12.3
Gene2117;sRNA167;981;992;196;207;-12.3
Gene1822;sRNA207;852;869;83;100;-12.3
Gene872;sRNA199;250;277;54;81;-12.3
Gene993;sRNA33;550;559;156;165;-12.3
Gene544;sRNA197;162;194;129;161;-12.3
Gene2704;sRNA42;445;470;124;149;-12.29
Gene393;sRNA121;877;890;166;179;-12.29
Gene2565;sRNA26;957;975;97;115;-12.29
Gene893;sRNA9;166;179;60;73;-12.29
Gene1390;sRNA33;1019;1049;58;88;-12.29
Gene1989;sRNA9;355;363;41;49;-12.29
Gene269;sRNA162;273;288;57;72;-12.29
Gene645;sRNA50;1192;1223;2;33;-12.29
Gene1364;sRNA33;202;235;100;133;-12.29
Gene1286;sRNA242;88;107;60;79;-12.29
Gene1170;sRNA199;1349;1364;92;107;-12.29
Gene1652;sRNA9;281;302;198;219;-12.28
Gene2281;sRNA133;1031;1062;64;95;-12.28
Gene668;sRNA124;1395;1425;143;173;-12.28
Gene716;sRNA147;768;798;112;142;-12.28
Gene822;sRNA207;1241;1274;93;126;-12.28
Gene798;sRNA226;62;92;2;32;-12.28
Gene2175;sRNA127;1013;1025;188;200;-12.28
Gene2284;sRNA275;1212;1227;145;160;-12.28
Gene73;sRNA135;459;479;16;36;-12.28
Gene137;sRNA193;798;813;54;69;-12.28
Gene2566;sRNA285;1264;1273;161;170;-12.28
Gene2784;sRNA143;1017;1027;124;134;-12.28
Gene763;sRNA177;29;56;39;66;-12.27
Gene2091;sRNA242;1177;1199;69;91;-12.27
Gene2142;sRNA197;1412;1438;164;190;-12.27
Gene731;sRNA116;467;483;88;104;-12.27
Gene972;sRNA198;1287;1307;160;180;-12.27
Gene2495;sRNA111;85;101;128;144;-12.27
Gene1310;sRNA233;1302;1308;76;82;-12.27
Gene948;sRNA227;1308;1318;58;68;-12.27
Gene1217;sRNA139;923;930;170;177;-12.26
Gene1225;sRNA169;449;474;37;62;-12.26
Gene2221;sRNA140;367;399;151;183;-12.26
Gene2637;sRNA205;388;411;140;163;-12.26
Gene135;sRNA223;806;825;23;42;-12.26
Gene868;sRNA14;8;22;197;211;-12.26
Gene427;sRNA220;1401;1431;72;102;-12.26
Gene1885;sRNA89;1361;1380;114;133;-12.26
Gene914;sRNA221;1484;1507;87;110;-12.26
Gene90;sRNA150;652;674;51;73;-12.26
Gene2707;sRNA20;387;400;144;157;-12.26
Gene794;sRNA277;1335;1366;157;188;-12.26
Gene1597;sRNA50;786;804;123;141;-12.26
Gene1738;sRNA9;847;857;195;205;-12.25
Gene1025;sRNA124;1106;1120;181;195;-12.25
Gene1222;sRNA171;1258;1282;159;183;-12.25
Gene1113;sRNA239;111;131;149;169;-12.25
Gene1477;sRNA61;621;651;33;63;-12.25
Gene2221;sRNA69;1055;1078;82;105;-12.25
Gene1083;sRNA50;129;140;25;36;-12.24
Gene2348;sRNA211;301;333;27;59;-12.24
Gene1529;sRNA17;685;697;172;184;-12.24
Gene1753;sRNA40;1261;1290;108;137;-12.24
Gene1578;sRNA183;628;642;44;58;-12.24
Gene1737;sRNA30;958;977;61;80;-12.24
Gene573;sRNA169;255;281;44;70;-12.24
Gene1167;sRNA40;1025;1038;108;121;-12.24
Gene2330;sRNA52;414;436;60;82;-12.24
Gene1400;sRNA50;931;948;141;158;-12.24
Gene377;sRNA152;1011;1042;121;152;-12.24
Gene260;sRNA169;1012;1038;110;136;-12.24
Gene2664;sRNA38;1253;1272;161;180;-12.24
Gene669;sRNA223;1212;1219;67;74;-12.24
Gene1887;sRNA201;1046;1057;52;63;-12.23
Gene2001;sRNA165;64;73;186;195;-12.23
Gene1378;sRNA71;658;692;119;153;-12.23
Gene232;sRNA106;1063;1085;106;128;-12.23
Gene1216;sRNA109;898;918;41;61;-12.23
Gene478;sRNA176;144;176;108;140;-12.23
Gene2831;sRNA224;1002;1008;1;7;-12.23
Gene1202;sRNA226;727;753;168;194;-12.23
Gene2685;sRNA38;1261;1278;64;81;-12.23
Gene2760;sRNA9;1431;1449;152;170;-12.23
Gene17;sRNA142;1486;1493;93;100;-12.23
Gene830;sRNA233;627;633;35;41;-12.23
Gene171;sRNA9;1200;1221;94;115;-12.23
Gene2134;sRNA6;268;287;176;195;-12.23
Gene1210;sRNA50;499;520;78;99;-12.22
Gene958;sRNA19;809;831;122;144;-12.22
Gene2734;sRNA226;948;964;118;134;-12.22
Gene1733;sRNA46;48;56;42;50;-12.22
Gene1934;sRNA9;773;795;25;47;-12.22
Gene112;sRNA128;255;281;44;70;-12.22
Gene589;sRNA279;647;658;52;63;-12.22
Gene6;sRNA197;1399;1417;163;181;-12.22
Gene667;sRNA145;1453;1464;145;156;-12.22
Gene22;sRNA108;1353;1369;105;121;-12.22
Gene408;sRNA50;1417;1424;115;122;-12.22
Gene1024;sRNA126;201;213;170;182;-12.22
Gene1482;sRNA266;493;517;150;174;-12.22
Gene209;sRNA200;19;51;187;219;-12.21
Gene1280;sRNA183;1027;1035;41;49;-12.21
Gene187;sRNA9;198;218;188;208;-12.21
Gene1702;sRNA50;1246;1261;95;110;-12.21
Gene2771;sRNA247;506;524;133;151;-12.21
Gene1574;sRNA189;1254;1286;91;123;-12.21
Gene1330;sRNA30;363;369;173;179;-12.21
Gene1152;sRNA279;158;179;43;64;-12.21
Gene2266;sRNA157;1180;1213;144;177;-12.2
Gene1908;sRNA69;658;670;149;161;-12.2
Gene2050;sRNA71;443;459;42;58;-12.2
Gene861;sRNA157;396;429;148;181;-12.2
Gene2460;sRNA153;1330;1344;151;165;-12.2
Gene103;sRNA148;1353;1366;90;103;-12.2
Gene2431;sRNA148;345;362;38;55;-12.2
Gene1035;sRNA156;12;25;91;104;-12.2
Gene294;sRNA8;1459;1482;173;196;-12.2
Gene1069;sRNA243;132;152;37;57;-12.2
Gene1693;sRNA186;997;1011;70;84;-12.19
Gene2231;sRNA101;158;184;187;213;-12.19
Gene1347;sRNA285;950;972;84;106;-12.19
Gene1230;sRNA100;68;83;60;75;-12.19
Gene167;sRNA136;204;231;162;189;-12.19
Gene2495;sRNA157;1400;1423;153;176;-12.19
Gene1053;sRNA220;1104;1120;90;106;-12.19
Gene1505;sRNA80;302;320;89;107;-12.19
Gene1172;sRNA242;603;624;179;200;-12.19
Gene1651;sRNA9;80;87;71;78;-12.19
Gene999;sRNA13;1250;1281;108;139;-12.19
Gene1880;sRNA152;1036;1066;55;85;-12.19
Gene2742;sRNA118;134;153;134;153;-12.19
Gene2346;sRNA67;927;942;178;193;-12.18
Gene2557;sRNA109;1211;1234;151;174;-12.18
Gene1720;sRNA166;316;334;192;210;-12.18
Gene1947;sRNA90;545;574;97;126;-12.18
Gene304;sRNA53;1196;1212;62;78;-12.18
Gene2040;sRNA193;638;652;125;139;-12.18
Gene2166;sRNA128;1341;1368;12;39;-12.18
Gene486;sRNA224;558;576;124;142;-12.18
Gene1601;sRNA249;286;317;165;196;-12.18
Gene983;sRNA276;251;276;99;124;-12.18
Gene56;sRNA105;1180;1214;31;65;-12.17
Gene939;sRNA158;796;818;26;48;-12.17
Gene32;sRNA158;1054;1066;41;53;-12.17
Gene1085;sRNA29;127;145;35;53;-12.17
Gene749;sRNA169;73;89;65;81;-12.17
Gene1112;sRNA267;1100;1128;141;169;-12.17
Gene1401;sRNA77;98;112;120;134;-12.17
Gene830;sRNA93;1231;1256;62;87;-12.17
Gene501;sRNA177;1292;1314;149;171;-12.17
Gene798;sRNA209;1483;1513;40;70;-12.17
Gene2238;sRNA80;33;45;51;63;-12.17
Gene148;sRNA48;1065;1076;125;136;-12.17
Gene1370;sRNA14;1223;1245;54;76;-12.16
Gene2447;sRNA70;287;298;61;72;-12.16
Gene2024;sRNA133;1148;1156;53;61;-12.16
Gene2248;sRNA87;1316;1334;44;62;-12.16
Gene1782;sRNA9;469;493;57;81;-12.16
Gene130;sRNA43;965;991;137;163;-12.16
Gene2737;sRNA160;773;789;22;38;-12.16
Gene1035;sRNA34;690;723;169;202;-12.16
Gene2418;sRNA17;885;909;49;73;-12.16
Gene1751;sRNA233;1182;1216;1;35;-12.16
Gene979;sRNA9;830;837;86;93;-12.16
Gene2296;sRNA216;604;620;90;106;-12.15
Gene1401;sRNA222;1236;1252;138;154;-12.15
Gene617;sRNA225;361;377;15;31;-12.15
Gene939;sRNA209;91;112;157;178;-12.15
Gene1803;sRNA166;586;614;155;183;-12.15
Gene704;sRNA140;224;247;34;57;-12.15
Gene2231;sRNA235;1012;1034;75;97;-12.15
Gene1617;sRNA239;804;834;106;136;-12.15
Gene1070;sRNA278;202;220;145;163;-12.15
Gene2751;sRNA62;49;83;139;173;-12.14
Gene876;sRNA199;376;386;129;139;-12.14
Gene384;sRNA119;968;980;69;81;-12.14
Gene753;sRNA25;630;649;106;125;-12.14
Gene832;sRNA152;580;609;21;50;-12.14
Gene1686;sRNA212;319;343;69;93;-12.14
Gene1081;sRNA242;969;992;55;78;-12.14
Gene2028;sRNA112;294;312;170;188;-12.14
Gene2291;sRNA96;1030;1046;47;63;-12.14
Gene2453;sRNA59;56;81;91;116;-12.14
Gene2549;sRNA9;1455;1479;51;75;-12.14
Gene2523;sRNA26;39;47;78;86;-12.13
Gene640;sRNA86;562;582;156;176;-12.13
Gene749;sRNA233;265;285;138;158;-12.13
Gene2279;sRNA149;1218;1236;124;142;-12.13
Gene467;sRNA230;1347;1379;90;122;-12.13
Gene2803;sRNA33;1087;1095;111;119;-12.13
Gene269;sRNA71;17;49;150;182;-12.13
Gene511;sRNA267;1214;1221;3;10;-12.13
Gene2494;sRNA209;195;208;171;184;-12.13
Gene2607;sRNA97;1292;1315;13;36;-12.12
Gene1362;sRNA97;416;424;20;28;-12.12
Gene2831;sRNA7;1419;1449;170;200;-12.12
Gene101;sRNA238;21;40;133;152;-12.12
Gene2745;sRNA70;1125;1132;13;20;-12.12
Gene990;sRNA30;53;87;71;105;-12.12
Gene1501;sRNA158;456;466;35;45;-12.12
Gene1700;sRNA71;1295;1306;37;48;-12.12
Gene458;sRNA162;751;761;81;91;-12.12
Gene358;sRNA235;976;991;16;31;-12.12
Gene2518;sRNA169;820;849;91;120;-12.12
Gene1096;sRNA113;1057;1070;192;205;-12.12
Gene2574;sRNA265;408;436;113;141;-12.12
Gene672;sRNA9;860;869;14;23;-12.12
Gene2607;sRNA16;775;798;98;121;-12.11
Gene1627;sRNA53;121;129;37;45;-12.11
Gene901;sRNA219;1090;1106;119;135;-12.11
Gene2256;sRNA43;1100;1130;3;33;-12.11
Gene1453;sRNA181;856;877;148;169;-12.11
Gene775;sRNA242;509;519;114;124;-12.11
Gene1255;sRNA176;809;823;132;146;-12.11
Gene951;sRNA9;1061;1076;7;22;-12.11
Gene1569;sRNA128;909;926;157;174;-12.11
Gene1410;sRNA208;932;954;49;71;-12.11
Gene120;sRNA206;63;87;79;103;-12.11
Gene1170;sRNA239;1478;1506;94;122;-12.11
Gene1888;sRNA145;443;458;23;38;-12.1
Gene1233;sRNA132;589;598;64;73;-12.1
Gene420;sRNA131;385;395;179;189;-12.1
Gene2580;sRNA47;1026;1041;147;162;-12.1
Gene2512;sRNA160;718;745;129;156;-12.1
Gene691;sRNA9;1137;1159;167;189;-12.1
Gene394;sRNA31;1132;1164;152;184;-12.1
Gene771;sRNA90;1174;1187;196;209;-12.1
Gene1585;sRNA51;1294;1324;1;31;-12.1
Gene971;sRNA151;1001;1024;110;133;-12.1
Gene1661;sRNA226;1092;1104;118;130;-12.1
Gene593;sRNA72;402;409;78;85;-12.1
Gene1044;sRNA142;262;273;18;29;-12.1
Gene1391;sRNA87;27;60;121;154;-12.1
Gene1762;sRNA42;704;714;161;171;-12.09
Gene2400;sRNA9;1436;1448;43;55;-12.09
Gene2688;sRNA2;526;558;39;71;-12.09
Gene1742;sRNA142;814;833;127;146;-12.09
Gene905;sRNA11;1457;1468;156;167;-12.09
Gene1180;sRNA197;569;591;39;61;-12.09
Gene860;sRNA162;59;88;158;187;-12.09
Gene2724;sRNA45;1042;1072;60;90;-12.09
Gene2509;sRNA128;1239;1251;189;201;-12.09
Gene644;sRNA142;864;884;122;142;-12.09
Gene2174;sRNA228;986;1002;67;83;-12.08
Gene22;sRNA234;221;244;68;91;-12.08
Gene310;sRNA139;1230;1258;96;124;-12.08
Gene829;sRNA9;392;415;14;37;-12.08
Gene717;sRNA213;283;317;105;139;-12.08
Gene488;sRNA71;274;298;89;113;-12.08
Gene2100;sRNA9;709;728;92;111;-12.08
Gene2136;sRNA90;432;444;40;52;-12.08
Gene2320;sRNA3;126;137;39;50;-12.08
Gene2508;sRNA16;1373;1387;132;146;-12.08
Gene974;sRNA207;7;19;107;119;-12.08
Gene740;sRNA144;904;930;66;92;-12.08
Gene1951;sRNA243;694;719;197;222;-12.08
Gene2135;sRNA50;27;61;98;132;-12.08
Gene1421;sRNA214;716;735;67;86;-12.08
Gene766;sRNA169;1118;1141;195;218;-12.08
Gene146;sRNA147;434;464;62;92;-12.08
Gene494;sRNA162;478;493;87;102;-12.07
Gene120;sRNA86;888;899;1;12;-12.07
Gene1490;sRNA9;441;474;34;67;-12.07
Gene951;sRNA182;440;470;15;45;-12.07
Gene334;sRNA199;733;739;65;71;-12.07
Gene1253;sRNA226;152;168;178;194;-12.07
Gene697;sRNA209;698;725;140;167;-12.07
Gene1653;sRNA109;641;655;124;138;-12.07
Gene328;sRNA14;404;421;18;35;-12.07
Gene2380;sRNA200;456;467;6;17;-12.07
Gene1912;sRNA9;1075;1090;32;47;-12.07
Gene2118;sRNA9;551;567;108;124;-12.07
Gene367;sRNA237;964;972;177;185;-12.07
Gene2516;sRNA92;1439;1469;101;131;-12.07
Gene1043;sRNA146;646;663;148;165;-12.07
Gene629;sRNA83;60;68;38;46;-12.07
Gene385;sRNA19;1499;1509;178;188;-12.07
Gene2405;sRNA231;446;479;137;170;-12.07
Gene2631;sRNA197;967;980;172;185;-12.06
Gene588;sRNA79;346;372;193;219;-12.06
Gene2361;sRNA9;1228;1259;30;61;-12.06
Gene2634;sRNA116;1056;1064;119;127;-12.06
Gene1406;sRNA9;672;679;113;120;-12.06
Gene2053;sRNA36;85;100;108;123;-12.06
Gene1003;sRNA9;91;112;14;35;-12.06
Gene1839;sRNA9;1064;1089;121;146;-12.06
Gene1180;sRNA144;758;778;47;67;-12.06
Gene2245;sRNA150;179;205;191;217;-12.06
Gene21;sRNA9;295;301;136;142;-12.05
Gene48;sRNA112;581;601;150;170;-12.05
Gene1553;sRNA36;380;398;44;62;-12.05
Gene1306;sRNA67;552;567;111;126;-12.05
Gene320;sRNA56;128;141;129;142;-12.05
Gene117;sRNA3;1232;1247;83;98;-12.05
Gene953;sRNA295;14;32;116;134;-12.05
Gene209;sRNA1;1188;1213;148;173;-12.05
Gene384;sRNA59;487;517;63;93;-12.05
Gene2239;sRNA157;1420;1432;26;38;-12.04
Gene920;sRNA228;360;379;196;215;-12.04
Gene2137;sRNA62;332;341;16;25;-12.04
Gene178;sRNA19;1445;1465;88;108;-12.04
Gene177;sRNA178;1107;1129;41;63;-12.04
Gene2648;sRNA97;204;235;117;148;-12.04
Gene2783;sRNA26;692;716;85;109;-12.04
Gene670;sRNA139;163;187;26;50;-12.04
Gene2144;sRNA71;81;90;47;56;-12.04
Gene643;sRNA212;541;555;27;41;-12.04
Gene2663;sRNA236;394;406;2;14;-12.04
Gene1105;sRNA242;9;38;68;97;-12.04
Gene941;sRNA136;146;168;65;87;-12.04
Gene578;sRNA103;237;251;50;64;-12.04
Gene1861;sRNA265;1245;1278;48;81;-12.03
Gene1255;sRNA29;1375;1402;105;132;-12.03
Gene1685;sRNA50;1148;1166;162;180;-12.03
Gene303;sRNA176;102;127;18;43;-12.03
Gene2017;sRNA221;1404;1434;101;131;-12.03
Gene2577;sRNA176;1018;1036;193;211;-12.03
Gene584;sRNA101;1084;1098;17;31;-12.03
Gene2102;sRNA59;1211;1238;179;206;-12.03
Gene2325;sRNA16;1299;1332;21;54;-12.02
Gene2204;sRNA68;525;556;185;216;-12.02
Gene2429;sRNA257;898;905;178;185;-12.02
Gene710;sRNA104;1308;1326;98;116;-12.02
Gene1972;sRNA226;523;549;52;78;-12.02
Gene1816;sRNA3;785;802;44;61;-12.02
Gene552;sRNA9;1308;1323;187;202;-12.02
Gene623;sRNA184;637;645;185;193;-12.02
Gene1849;sRNA123;513;522;148;157;-12.02
Gene18;sRNA160;8;38;155;185;-12.02
Gene554;sRNA9;666;679;118;131;-12.02
Gene1664;sRNA72;68;85;17;34;-12.02
Gene589;sRNA124;373;403;168;198;-12.02
Gene2572;sRNA45;512;525;32;45;-12.02
Gene939;sRNA13;421;442;80;101;-12.02
Gene2151;sRNA119;429;443;25;39;-12.01
Gene159;sRNA165;626;643;143;160;-12.01
Gene2732;sRNA249;512;520;125;133;-12.01
Gene2802;sRNA97;1225;1232;24;31;-12.01
Gene137;sRNA265;624;636;103;115;-12.01
Gene1524;sRNA33;1191;1213;106;128;-12.01
Gene636;sRNA8;994;1004;62;72;-12.01
Gene2571;sRNA19;69;87;84;102;-12.01
Gene8;sRNA207;92;100;146;154;-12.01
Gene1462;sRNA50;782;816;25;59;-12.01
Gene1010;sRNA209;938;957;6;25;-12.01
Gene2204;sRNA160;329;348;160;179;-12.01
Gene792;sRNA223;647;668;20;41;-12.01
Gene528;sRNA179;1375;1386;97;108;-12.01
Gene538;sRNA9;1165;1181;172;188;-12.01
Gene1222;sRNA282;611;619;97;105;-12.01
Gene248;sRNA141;233;266;173;206;-12.01
Gene1029;sRNA204;262;271;26;35;-12.0
Gene247;sRNA223;1464;1475;58;69;-12.0
Gene2789;sRNA133;926;955;106;135;-12.0
Gene213;sRNA36;279;303;160;184;-12.0
Gene1676;sRNA158;358;389;52;83;-12.0
Gene279;sRNA113;536;564;23;51;-12.0
Gene448;sRNA101;252;284;123;155;-12.0
Gene432;sRNA38;933;958;47;72;-12.0
Gene2196;sRNA14;188;207;21;40;-12.0
Gene92;sRNA33;1059;1067;49;57;-12.0
Gene1778;sRNA51;967;996;169;198;-12.0
Gene27;sRNA169;391;415;123;147;-11.99
Gene1406;sRNA153;345;367;25;47;-11.99
Gene211;sRNA9;1042;1051;7;16;-11.99
Gene1967;sRNA93;1025;1045;117;137;-11.99
Gene1936;sRNA50;1483;1503;189;209;-11.99
Gene2121;sRNA1;626;651;99;124;-11.99
